,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small,Price
171,294,294,2,2016,5.9,2.0,1.0,1.0,269.0,109.0,1900.0,-37.7748,144.929,1,0,0,0,1,0,0,0,1,0,0,1221480.0
172,295,295,3,2016,5.9,3.0,1.0,1.0,417.0,168.0,1900.0,-37.7756,144.9208,1,0,0,0,1,0,0,0,1,0,0,1597320.0
173,296,296,3,2016,5.9,3.0,1.0,2.0,350.0,125.0,1904.0,-37.7759,144.91,1,0,0,0,1,0,0,0,0,1,0,1125200.0
174,298,298,2,2016,5.9,2.0,1.0,1.0,118.0,79.0,1890.0,-37.7807,144.9288,1,0,0,1,0,0,0,0,1,0,0,871159.9999999999
175,299,299,2,2016,5.9,2.0,1.0,1.0,173.0,102.0,1900.0,-37.7731,144.9206,1,0,0,0,0,0,1,0,0,1,0,1102000.0
176,300,300,2,2016,5.9,2.0,1.0,2.0,228.0,90.0,1995.0,-37.7718,144.9066,0,0,1,0,1,0,0,0,0,1,0,794600.0
177,301,301,3,2016,5.9,4.0,1.0,2.0,594.0,148.0,1960.0,-37.7819,144.9064,1,0,0,0,1,0,0,0,1,0,0,1426800.0
178,304,304,2,2016,5.9,2.0,1.0,1.0,226.0,87.0,1900.0,-37.7774,144.9186,1,0,0,1,0,0,0,0,1,0,0,893199.9999999999
179,306,306,4,2016,5.9,4.0,1.0,1.0,300.0,185.0,1890.0,-37.7766,144.9143,1,0,0,0,0,0,1,0,0,1,0,1032399.9999999999
180,308,308,3,2017,5.9,3.0,1.0,1.0,487.0,131.0,1900.0,-37.7725,144.9146,1,0,0,0,1,0,0,0,1,0,0,1569600.0
181,312,312,3,2016,5.9,3.0,2.0,2.0,440.0,120.0,1955.0,-37.7746,144.9031,1,0,0,1,0,0,0,0,0,1,0,1160000.0
182,313,313,3,2016,5.9,3.0,2.0,2.0,532.0,147.0,1950.0,-37.7737,144.904,1,0,0,0,1,0,0,0,1,0,0,1664600.0
183,314,314,1,2016,5.9,1.0,1.0,1.0,1938.232,58.0,1972.0,-37.7723,144.9094,0,0,1,0,1,0,0,0,0,1,0,452399.99999999994
184,315,315,3,2016,5.9,3.0,2.0,2.0,495.0,139.0,1920.0,-37.7821,144.9055,1,0,0,1,0,0,0,0,1,0,0,1653000.0
185,316,316,4,2016,5.9,3.0,2.0,2.0,683.0,232.0,1978.0,-37.775,144.932,1,0,0,0,1,0,0,0,1,0,0,1554400.0
186,317,317,3,2016,5.9,3.0,1.0,1.0,263.0,117.0,1910.0,-37.7753,144.9116,1,0,0,0,1,0,0,0,0,1,0,1107800.0
187,318,318,4,2016,5.9,4.0,2.0,5.0,559.0,195.0,1920.0,-37.7791,144.9136,1,0,0,0,0,0,0,1,1,0,0,1276000.0
188,320,320,2,2016,5.9,2.0,1.0,1.0,1938.232,62.0,1978.0,-37.773,144.9303,0,0,1,0,1,0,0,0,0,1,0,501119.99999999994
189,321,321,4,2016,5.9,4.0,3.0,2.0,562.0,204.0,1890.0,-37.782,144.903,1,0,0,0,1,0,0,0,0,1,0,1902399.9999999998
190,322,322,6,2016,5.9,4.0,2.0,1.0,461.0,286.0,1900.0,-37.78,144.9295,1,0,0,0,1,0,0,0,1,0,0,1658800.0
191,323,323,2,2016,5.9,2.0,1.0,1.0,301.0,104.0,1995.0,-37.7791,144.914,0,0,1,0,0,0,1,0,0,1,0,707600.0
192,324,324,3,2016,5.9,3.0,3.0,1.0,491.0,127.0,1950.0,-37.7727,144.9136,1,0,0,0,1,0,0,0,1,0,0,1090400.0
193,325,325,3,2016,5.9,3.0,1.0,1.0,242.0,110.0,1920.0,-37.7765,144.9114,1,0,0,0,0,0,1,0,0,1,0,1032399.9999999999
194,326,326,3,2016,5.9,3.0,2.0,2.0,617.0,149.0,1930.0,-37.7742,144.906,1,0,0,0,0,0,1,0,0,1,0,1368800.0
195,327,327,4,2016,5.9,4.0,2.0,2.0,597.0,180.0,1939.0,-37.7757,144.9088,1,0,0,0,1,0,0,0,0,1,0,1716799.9999999998
196,331,331,2,2017,5.9,2.0,2.0,1.0,146.0,132.0,2015.0,-37.7713,144.9038,0,1,0,0,0,0,1,0,1,0,0,942850.0000000001
197,333,333,2,2016,5.9,2.0,1.0,1.0,1938.232,62.0,1975.0,-37.7733,144.9219,0,0,1,0,1,0,0,0,0,1,0,512719.99999999994
198,335,335,3,2016,5.9,3.0,1.0,2.0,506.0,110.0,1920.0,-37.7779,144.9133,1,0,0,0,1,0,0,0,0,1,0,1203500.0
199,336,336,3,2016,5.9,3.0,2.0,2.0,318.0,160.0,2013.0,-37.7744,144.9035,0,1,0,0,1,0,0,0,1,0,0,1218000.0
200,337,337,2,2016,5.9,2.0,1.0,1.0,1938.232,65.0,1970.0,-37.7749,144.9137,0,0,1,0,1,0,0,0,0,1,0,510399.99999999994
201,339,339,4,2016,5.9,4.0,2.0,0.0,418.0,158.0,1900.0,-37.7766,144.9187,1,0,0,0,1,0,0,0,1,0,0,1658800.0
202,343,343,3,2016,5.9,3.0,2.0,1.0,272.0,157.0,1900.0,-37.7774,144.928,1,0,0,0,1,0,0,0,1,0,0,1310800.0
203,344,344,3,2016,5.9,3.0,1.0,1.0,296.0,104.0,1910.0,-37.777,144.9176,1,0,0,0,1,0,0,0,0,1,0,1316600.0
204,345,345,4,2016,5.9,4.0,2.0,1.0,298.0,147.0,1920.0,-37.7778,144.9131,1,0,0,1,0,0,0,0,1,0,0,1102000.0
205,346,346,3,2016,5.9,3.0,2.0,1.0,1938.232,148.0,1938.232,-37.7722,144.9163,0,0,1,1,0,0,0,0,0,0,1,916399.9999999999
206,347,347,2,2017,5.9,2.0,1.0,1.0,1957.0,69.0,2012.0,-37.7731,144.9074,0,0,1,1,0,0,0,0,1,0,0,425100.00000000006
207,348,348,4,2017,5.9,4.0,1.0,1.0,552.0,155.0,1920.0,-37.7769,144.9138,1,0,0,0,1,0,0,0,1,0,0,1466050.0
208,349,349,3,2017,5.9,3.0,2.0,2.0,416.0,168.0,1900.0,-37.7727,144.9055,1,0,0,0,1,0,0,0,1,0,0,1505835.0
209,350,350,3,2016,5.9,3.0,2.0,2.0,285.0,172.0,2011.0,-37.7778,144.9061,1,0,0,0,1,0,0,0,1,0,0,1090400.0
210,351,351,3,2016,5.9,3.0,2.0,1.0,314.0,177.0,2010.0,-37.7778,144.9042,1,0,0,0,1,0,0,0,1,0,0,1154200.0
211,353,353,3,2016,5.9,3.0,2.0,1.0,576.0,120.0,1940.0,-37.7816,144.9217,1,0,0,0,1,0,0,0,0,1,0,911759.9999999999
212,354,354,2,2016,5.9,2.0,1.0,3.0,252.0,108.0,1910.0,-37.7825,144.9206,1,0,0,1,0,0,0,0,1,0,0,817800.0
213,355,355,2,2016,5.9,2.0,1.0,1.0,124.0,77.0,1900.0,-37.7807,144.9285,1,0,0,1,0,0,0,0,1,0,0,881599.9999999999
214,357,357,3,2016,5.9,3.0,2.0,2.0,200.0,144.0,2003.0,-37.7766,144.9277,0,1,0,0,1,0,0,0,1,0,0,1160000.0
215,362,362,3,2016,5.9,2.0,1.0,1.0,278.0,166.0,1900.0,-37.7768,144.9223,1,0,0,0,1,0,0,0,1,0,0,1513800.0
216,365,365,3,2016,5.9,3.0,1.0,1.0,452.0,175.0,1960.0,-37.7762,144.9174,1,0,0,0,1,0,0,0,0,1,0,1409400.0
217,366,366,2,2016,5.9,2.0,1.0,2.0,194.0,71.0,1900.0,-37.7772,144.9118,0,0,1,0,1,0,0,0,1,0,0,632200.0
218,367,367,4,2016,5.9,4.0,2.0,4.0,598.0,273.0,2012.0,-37.7774,144.9104,1,0,0,0,1,0,0,0,1,0,0,1977799.9999999998
219,370,370,4,2016,11.0,4.0,3.0,2.0,753.0,399.0,2015.0,-37.8669,145.0767,1,0,0,0,1,0,0,0,0,1,0,3074000.0
220,371,371,3,2016,11.0,3.0,2.0,2.0,599.0,220.0,1930.0,-37.8673,145.0688,1,0,0,0,1,0,0,0,1,0,0,1937199.9999999998
221,373,373,3,2016,11.0,3.0,3.0,4.0,310.0,315.0,2014.0,-37.874,145.0714,0,1,0,0,1,0,0,0,0,1,0,2378000.0
222,376,376,3,2016,11.0,3.0,2.0,2.0,731.0,149.0,1935.0,-37.8666,145.0676,1,0,0,0,1,0,0,0,1,0,0,1803799.9999999998
223,377,377,3,2016,11.0,3.0,3.0,2.0,276.0,178.0,2004.0,-37.8699,145.0778,1,0,0,1,0,0,0,0,0,1,0,1276000.0
224,378,378,3,2016,11.0,3.0,1.0,2.0,583.0,112.0,1950.0,-37.8685,145.0786,1,0,0,0,1,0,0,0,0,1,0,1550920.0
225,379,379,8,2016,11.0,9.0,7.0,4.0,1472.0,618.0,2009.0,-37.8729,145.0788,1,0,0,0,1,0,0,0,1,0,0,3421999.9999999995
226,381,381,3,2016,11.0,3.0,2.0,2.0,516.0,145.0,1920.0,-37.8675,145.0668,1,0,0,0,1,0,0,0,1,0,0,1760879.9999999998
227,382,382,3,2016,11.0,3.0,1.0,2.0,806.0,101.0,1950.0,-37.8695,145.084,1,0,0,0,1,0,0,0,1,0,0,1983599.9999999998
228,383,383,3,2016,11.0,3.0,1.0,3.0,780.0,152.0,1940.0,-37.8599,145.0815,1,0,0,0,1,0,0,0,1,0,0,1919799.9999999998
229,384,384,4,2016,11.0,4.0,2.0,2.0,780.0,180.0,1938.0,-37.86,145.0817,1,0,0,0,0,0,0,1,0,1,0,1797999.9999999998
230,385,385,3,2016,11.0,3.0,2.0,2.0,351.0,228.0,2006.0,-37.8742,145.07,1,0,0,0,1,0,0,0,1,0,0,1927919.9999999998
231,386,386,3,2016,11.0,3.0,2.0,3.0,702.0,145.0,1945.0,-37.8737,145.0695,1,0,0,0,1,0,0,0,1,0,0,1931399.9999999998
232,388,388,5,2017,11.0,5.0,5.0,2.0,755.0,444.0,2015.0,-37.8598,145.0796,1,0,0,0,1,0,0,0,1,0,0,3825900.0000000005
233,390,390,3,2016,11.0,3.0,2.0,2.0,153.0,110.0,1990.0,-37.8655,145.0808,0,1,0,0,1,0,0,0,1,0,0,1043999.9999999999
234,392,392,5,2016,11.0,6.0,4.0,2.0,1075.0,390.0,2010.0,-37.8714,145.073,1,0,0,0,1,0,0,0,1,0,0,3192320.0
235,393,393,3,2016,11.0,3.0,2.0,2.0,710.0,139.0,1945.0,-37.8653,145.0897,1,0,0,0,0,0,0,1,1,0,0,1739999.9999999998
236,394,394,4,2017,11.0,4.0,2.0,4.0,749.0,206.0,1950.0,-37.8669,145.077,1,0,0,0,1,0,0,0,1,0,0,1962000.0000000002
237,395,395,3,2017,11.0,3.0,2.0,3.0,724.0,168.0,1940.0,-37.8619,145.0879,1,0,0,0,1,0,0,0,1,0,0,1994700.0000000002
238,396,396,3,2016,11.0,3.0,1.0,1.0,605.0,111.0,1950.0,-37.8703,145.0774,1,0,0,0,1,0,0,0,0,1,0,1641400.0
239,397,397,2,2016,11.0,2.0,1.0,1.0,687.0,104.0,1940.0,-37.872,145.0692,1,0,0,1,0,0,0,0,1,0,0,1670400.0
240,398,398,4,2016,11.0,4.0,2.0,2.0,321.0,199.0,2007.0,-37.8693,145.08,0,1,0,0,0,0,0,1,0,1,0,1450000.0
241,400,400,5,2016,11.0,5.0,3.0,4.0,700.0,266.0,1950.0,-37.8724,145.0758,1,0,0,0,1,0,0,0,0,1,0,1855999.9999999998
242,401,401,4,2016,11.0,4.0,2.0,3.0,696.0,274.0,2000.0,-37.8711,145.0746,1,0,0,0,1,0,0,0,1,0,0,2157600.0
243,403,403,4,2016,11.0,4.0,2.0,2.0,514.0,240.0,1935.0,-37.8664,145.0772,1,0,0,1,0,0,0,0,1,0,0,2076399.9999999998
244,404,404,4,2016,11.0,4.0,2.0,2.0,844.0,278.0,1940.0,-37.8715,145.0688,1,0,0,0,1,0,0,0,0,0,1,2262000.0
245,407,407,3,2016,11.0,3.0,1.0,1.0,697.0,164.0,1947.0,-37.8636,145.0903,1,0,0,0,1,0,0,0,0,1,0,1913999.9999999998
246,411,411,4,2017,12.2,4.0,3.0,2.0,372.0,201.0,2016.0,-37.8716,145.0999,1,0,0,0,0,0,1,0,0,1,0,1308000.0
247,412,412,2,2016,12.2,2.0,1.0,2.0,695.0,114.0,1950.0,-37.8694,145.0944,1,0,0,0,0,0,0,1,1,0,0,1247000.0
248,413,413,4,2016,12.2,2.0,2.0,2.0,621.0,203.0,2000.0,-37.8647,145.1023,1,0,0,0,1,0,0,0,0,1,0,1739999.9999999998
249,415,415,2,2016,12.2,2.0,1.0,2.0,367.0,110.0,1970.0,-37.8662,145.109,0,1,0,0,1,0,0,0,1,0,0,812000.0
250,416,416,3,2016,12.2,3.0,2.0,4.0,400.0,94.0,1950.0,-37.8675,145.106,1,0,0,1,0,0,0,0,0,1,0,882759.9999999999
251,419,419,3,2016,12.2,3.0,1.0,1.0,792.0,792.0,1950.0,-37.864,145.0972,1,0,0,0,1,0,0,0,0,1,0,1583400.0
252,420,420,4,2016,12.2,3.0,2.0,2.0,803.0,152.0,1970.0,-37.8621,145.1126,1,0,0,0,0,0,0,1,0,0,1,1276000.0
253,422,422,2,2016,12.2,2.0,1.0,1.0,216.0,90.0,2003.0,-37.8711,145.1017,0,0,1,0,1,0,0,0,1,0,0,800400.0
254,423,423,3,2016,12.2,3.0,2.0,3.0,782.0,215.0,1950.0,-37.8621,145.1021,1,0,0,0,1,0,0,0,1,0,0,1891959.9999999998
255,424,424,4,2016,12.2,4.0,2.0,1.0,593.0,255.0,1930.0,-37.8655,145.096,1,0,0,0,1,0,0,0,0,1,0,1739999.9999999998
256,426,426,5,2016,12.2,5.0,3.0,2.0,585.0,317.0,2000.0,-37.8637,145.1024,1,0,0,0,1,0,0,0,0,1,0,1774219.9999999998
257,427,427,2,2017,12.2,2.0,1.0,1.0,153.0,80.0,1970.0,-37.8696,145.0962,0,0,1,0,1,0,0,0,0,1,0,654000.0
258,430,430,4,2016,12.2,4.0,2.0,2.0,766.0,192.0,1950.0,-37.8629,145.1097,1,0,0,0,1,0,0,0,0,0,1,1438400.0
259,431,431,2,2016,12.2,2.0,1.0,2.0,192.0,88.0,2007.0,-37.8709,145.102,0,0,1,0,1,0,0,0,1,0,0,812000.0
260,433,433,2,2016,12.2,2.0,1.0,1.0,586.0,86.0,1950.0,-37.8683,145.1082,1,0,0,0,1,0,0,0,0,1,0,1287600.0
261,434,434,3,2017,12.2,3.0,1.0,1.0,760.0,120.0,1960.0,-37.858,145.1038,1,0,0,0,1,0,0,0,1,0,0,1422450.0
262,435,435,3,2017,12.2,3.0,2.0,1.0,320.0,85.0,1958.0,-37.87,145.1103,1,0,0,0,1,0,0,0,0,1,0,931950.0000000001
263,436,436,3,2016,12.2,3.0,2.0,2.0,256.0,134.0,2012.0,-37.8655,145.1096,0,1,0,0,1,0,0,0,1,0,0,1044579.9999999999
264,437,437,3,2016,12.2,3.0,2.0,2.0,839.0,198.0,1970.0,-37.8614,145.1098,1,0,0,0,0,0,0,1,0,1,0,1392000.0
265,438,438,3,2016,12.2,2.0,1.0,2.0,212.0,130.0,2012.0,-37.8723,145.1089,0,1,0,0,1,0,0,0,1,0,0,962799.9999999999
266,439,439,3,2016,10.5,3.0,1.0,1.0,593.0,118.0,1970.0,-37.7677,144.8674,1,0,0,0,1,0,0,0,0,1,0,985999.9999999999
267,440,440,3,2016,10.5,3.0,1.0,1.0,1977.126984126984,103.0,1980.0,-37.7634,144.8611,1,0,0,0,0,0,1,0,0,1,0,869999.9999999999
268,441,441,3,2016,10.5,3.0,3.0,1.0,557.0,181.0,2017.0,-37.77,144.8572,0,1,0,0,1,0,0,0,1,0,0,987159.9999999999
269,444,444,4,2016,10.5,3.0,2.0,2.0,569.0,225.0,2008.0,-37.7654,144.8655,1,0,0,0,1,0,0,0,1,0,0,1339800.0
270,448,448,3,2016,10.5,3.0,1.0,2.0,570.0,120.0,1970.0,-37.7591,144.8542,1,0,0,0,1,0,0,0,1,0,0,788800.0
271,451,451,3,2016,10.5,3.0,1.0,1.0,550.0,143.0,1970.0,-37.7632,144.8622,1,0,0,0,0,0,1,0,0,1,0,727900.0
272,453,453,4,2016,10.5,4.0,3.0,3.0,761.0,281.0,1970.0,-37.7524,144.8714,1,0,0,0,1,0,0,0,0,1,0,1102000.0
273,464,464,3,2017,10.5,3.0,1.0,2.0,766.0,149.0,1977.126984126984,-37.7522,144.8518,1,0,0,0,1,0,0,0,0,1,0,926500.0000000001
274,466,466,3,2016,10.5,3.0,1.0,1.0,581.0,106.0,1960.0,-37.7691,144.8575,1,0,0,0,1,0,0,0,1,0,0,817800.0
275,467,467,4,2016,10.5,4.0,3.0,2.0,873.0,395.0,1992.0,-37.7609,144.8639,1,0,0,0,0,0,0,1,0,1,0,1276000.0
276,468,468,3,2016,10.5,3.0,1.0,1.0,586.0,118.0,1965.0,-37.7642,144.8603,1,0,0,0,1,0,0,0,1,0,0,1035299.9999999999
277,470,470,2,2016,10.5,2.0,1.0,1.0,220.0,101.0,1995.0,-37.756,144.8641,1,0,0,0,1,0,0,0,1,0,0,606100.0
278,471,471,4,2016,10.5,4.0,2.0,2.0,554.0,140.0,1960.0,-37.7649,144.8633,1,0,0,1,0,0,0,0,1,0,0,788800.0
279,475,475,3,2017,10.5,3.0,1.0,3.0,812.0,117.0,1960.0,-37.765,144.8578,1,0,0,0,1,0,0,0,0,0,1,953750.0000000001
280,478,478,4,2016,10.5,4.0,2.0,2.0,589.0,150.0,1961.0,-37.7573,144.8534,1,0,0,0,1,0,0,0,1,0,0,883919.9999999999
281,479,479,2,2016,10.5,2.0,1.0,1.0,1977.126984126984,85.0,1995.0,-37.7608,144.863,0,0,1,1,0,0,0,0,1,0,0,476759.99999999994
282,482,482,3,2016,10.5,3.0,2.0,2.0,593.0,103.0,1970.0,-37.7607,144.8581,1,0,0,0,1,0,0,0,1,0,0,933799.9999999999
283,485,485,3,2016,10.5,4.0,2.0,1.0,582.0,153.0,1950.0,-37.7584,144.8568,1,0,0,0,1,0,0,0,1,0,0,735440.0
284,489,489,4,2016,6.6,3.0,2.0,1.0,244.0,180.0,1900.0,-37.8668,144.9928,1,0,0,0,1,0,0,0,0,1,0,2110040.0
285,490,490,2,2016,6.6,2.0,1.0,2.0,1938.7,61.0,1965.0,-37.8731,144.9958,0,0,1,1,0,0,0,0,1,0,0,475599.99999999994
286,492,492,2,2016,6.6,2.0,1.0,2.0,114.0,120.0,2000.0,-37.8723,144.9961,0,1,0,0,1,0,0,0,0,1,0,1177400.0
287,493,493,2,2016,6.6,2.0,1.0,1.0,1938.7,65.0,1960.0,-37.8725,144.9952,0,0,1,0,1,0,0,0,0,1,0,582900.0
288,494,494,2,2016,6.6,2.0,1.0,0.0,1938.7,58.0,1970.0,-37.8742,144.9972,0,0,1,0,1,0,0,0,0,1,0,603200.0
289,495,495,2,2016,6.6,2.0,1.0,1.0,1938.7,61.0,1960.0,-37.8726,144.9962,0,0,1,0,0,0,1,0,0,1,0,512719.99999999994
290,496,496,3,2016,6.6,3.0,1.0,1.0,178.0,100.0,1920.0,-37.8663,144.9948,1,0,0,0,1,0,0,0,0,1,0,1383880.0
291,497,497,2,2016,6.6,2.0,1.0,1.0,1938.7,49.0,1960.0,-37.8678,144.9966,0,0,1,0,1,0,0,0,0,1,0,482559.99999999994
292,499,499,2,2016,6.6,2.0,1.0,1.0,1938.7,59.0,1970.0,-37.8667,144.9917,0,0,1,0,1,0,0,0,1,0,0,549840.0
293,500,500,2,2017,6.6,2.0,1.0,0.0,159.0,84.0,1930.0,-37.874,144.9933,1,0,0,0,1,0,0,0,0,1,0,1069290.0
294,501,501,3,2017,6.6,3.0,2.0,2.0,339.0,159.0,1890.0,-37.872,144.9909,1,0,0,0,1,0,0,0,0,1,0,1842100.0000000002
295,502,502,2,2016,6.6,2.0,1.0,1.0,483.0,51.0,1970.0,-37.8727,144.9969,0,0,1,0,0,0,0,1,0,1,0,626400.0
296,506,506,2,2016,9.7,2.0,1.0,1.0,659.0,123.0,1920.0,-37.8094,145.0807,1,0,0,0,1,0,0,0,0,1,0,2436000.0
297,507,507,4,2016,9.7,4.0,2.0,2.0,715.0,218.0,1985.0,-37.811,145.0958,1,0,0,0,0,0,0,1,0,1,0,2087999.9999999998
298,508,508,2,2016,9.7,2.0,1.0,1.0,208.0,129.0,2000.0,-37.8128,145.0975,0,1,0,0,1,0,0,0,0,1,0,1455800.0
299,509,509,3,2016,9.7,3.0,2.0,2.0,206.0,112.0,1998.0,-37.8161,145.0812,0,0,1,0,0,1,0,0,0,1,0,1241200.0
300,510,510,5,2016,9.7,5.0,3.0,2.0,715.0,420.0,2009.0,-37.8028,145.0768,1,0,0,1,0,0,0,0,0,1,0,2981200.0
301,511,511,4,2016,9.7,4.0,2.0,2.0,744.0,226.0,1985.0,-37.8147,145.0748,1,0,0,0,0,0,0,1,0,1,0,2784000.0
302,512,512,3,2016,9.7,3.0,3.0,2.0,651.0,266.0,1967.9453125,-37.8085,145.0764,1,0,0,0,1,0,0,0,0,0,1,2552000.0
303,513,513,5,2016,9.7,5.0,5.0,2.0,651.0,410.0,1967.9453125,-37.8071,145.0908,1,0,0,1,0,0,0,0,1,0,0,3769999.9999999995
304,514,514,2,2016,9.7,2.0,1.0,1.0,122.0,97.0,1977.0,-37.8124,145.0916,0,0,1,0,1,0,0,0,0,1,0,934959.9999999999
305,515,515,6,2016,9.7,6.0,4.0,7.0,2051.0,449.0,1935.0,-37.8051,145.1016,1,0,0,0,0,0,0,1,1,0,0,4640000.0
306,517,517,5,2016,9.7,5.0,3.0,2.0,600.0,356.0,2006.0,-37.8061,145.0801,1,0,0,1,0,0,0,0,0,1,0,2610000.0
307,521,521,5,2016,9.7,5.0,3.0,2.0,678.0,349.0,2001.0,-37.8048,145.0708,1,0,0,0,0,0,0,1,0,1,0,3248000.0
308,524,524,2,2016,9.7,3.0,1.0,1.0,1015.0,166.0,1930.0,-37.8074,145.0826,1,0,0,0,0,0,0,1,0,1,0,2146000.0
309,526,526,3,2016,9.7,3.0,1.0,1.0,188.0,110.0,1970.0,-37.8065,145.065,1,0,0,0,0,0,0,1,0,1,0,812000.0
310,528,528,2,2016,9.7,2.0,1.0,1.0,1967.9453125,72.0,1960.0,-37.8162,145.0841,1,0,0,0,1,0,0,0,0,1,0,580000.0
311,529,529,3,2016,9.7,3.0,2.0,2.0,699.0,252.0,1985.0,-37.814,145.0966,1,0,0,0,0,0,1,0,1,0,0,2465000.0
312,530,530,4,2016,9.7,3.0,2.0,2.0,577.0,200.0,1948.0,-37.8032,145.0693,1,0,0,1,0,0,0,0,1,0,0,2087999.9999999998
313,531,531,2,2016,9.7,2.0,1.0,1.0,1967.9453125,70.0,2014.0,-37.8116,145.0724,0,0,1,0,1,0,0,0,0,1,0,736600.0
314,532,532,2,2016,9.7,2.0,1.0,1.0,1967.9453125,73.0,1960.0,-37.8144,145.0993,0,0,1,0,1,0,0,0,1,0,0,610160.0
315,534,534,3,2016,9.7,3.0,1.0,2.0,281.0,150.0,1995.0,-37.8013,145.0652,1,0,0,0,1,0,0,0,0,1,0,1049800.0
316,535,535,4,2016,9.7,4.0,3.0,2.0,453.0,308.0,2016.0,-37.8044,145.1006,1,0,0,1,0,0,0,0,0,0,1,2029999.9999999998
317,536,536,2,2016,9.7,2.0,1.0,1.0,121.0,100.0,1960.0,-37.8112,145.0881,0,1,0,0,1,0,0,0,0,0,1,881599.9999999999
318,538,538,3,2016,9.7,3.0,2.0,2.0,219.0,164.0,2003.0,-37.8125,145.0849,0,1,0,0,1,0,0,0,1,0,0,1585720.0
319,541,541,4,2016,9.7,4.0,3.0,2.0,241.0,240.0,2009.0,-37.8042,145.1042,0,1,0,1,0,0,0,0,0,1,0,1624000.0
320,542,542,4,2016,9.7,4.0,2.0,4.0,935.0,241.0,1927.0,-37.8157,145.0795,1,0,0,0,1,0,0,0,0,1,0,3793199.9999999995
321,543,543,2,2016,9.7,2.0,1.0,1.0,115.0,104.0,1960.0,-37.8122,145.0879,0,0,1,1,0,0,0,0,1,0,0,725000.0
322,545,545,3,2016,9.7,3.0,1.0,4.0,671.0,465.0,1967.9453125,-37.8117,145.0775,1,0,0,0,1,0,0,0,0,1,0,2157600.0
323,546,546,4,2016,9.7,4.0,3.0,2.0,674.0,336.0,1997.0,-37.8068,145.0786,1,0,0,0,1,0,0,0,0,1,0,3166800.0
324,548,548,2,2016,9.7,2.0,1.0,1.0,1967.9453125,79.0,1950.0,-37.8152,145.0839,0,0,1,0,0,0,0,1,1,0,0,533600.0
325,550,550,2,2016,9.7,2.0,1.0,2.0,231.0,98.0,1985.0,-37.8123,145.0821,0,0,1,0,1,0,0,0,0,1,0,1221480.0
326,552,552,3,2016,9.7,3.0,2.0,2.0,306.0,170.0,1995.0,-37.8106,145.0848,0,1,0,0,1,0,0,0,0,1,0,1707519.9999999998
327,555,555,2,2017,9.7,2.0,1.0,1.0,87.0,88.0,1990.0,-37.8134,145.081,0,0,1,1,0,0,0,0,0,1,0,821860.0000000001
328,557,557,5,2016,9.7,5.0,6.0,4.0,739.0,502.0,1967.9453125,-37.8039,145.0714,1,0,0,0,0,0,0,1,1,0,0,3943999.9999999995
329,558,558,4,2016,9.7,4.0,2.0,2.0,752.0,253.0,1981.0,-37.8149,145.0747,1,0,0,0,1,0,0,0,0,1,0,2538080.0
330,559,559,2,2016,9.7,2.0,1.0,1.0,213.0,92.0,1980.0,-37.8092,145.0789,0,0,1,1,0,0,0,0,0,1,0,875799.9999999999
331,561,561,4,2016,9.7,4.0,3.0,2.0,1007.0,350.0,1910.0,-37.8135,145.0995,1,0,0,0,1,0,0,0,1,0,0,3816399.9999999995
332,564,564,4,2016,9.7,4.0,2.0,1.0,685.0,207.0,1940.0,-37.8056,145.071,1,0,0,0,1,0,0,0,0,1,0,2795600.0
333,565,565,2,2016,9.7,2.0,1.0,1.0,1967.9453125,150.0,1960.0,-37.8147,145.084,0,0,1,0,1,0,0,0,1,0,0,754000.0
334,569,569,4,2016,9.7,3.0,1.0,2.0,739.0,291.0,1930.0,-37.8039,145.0631,1,0,0,1,0,0,0,0,1,0,0,2320000.0
335,570,570,4,2016,9.7,4.0,2.0,1.0,665.0,155.0,1940.0,-37.8057,145.0825,1,0,0,0,1,0,0,0,0,0,1,2204000.0
336,571,571,3,2016,9.7,3.0,2.0,1.0,706.0,166.0,1930.0,-37.8161,145.0748,1,0,0,0,1,0,0,0,1,0,0,3945159.9999999995
337,572,572,3,2016,9.7,3.0,2.0,3.0,613.0,193.0,1943.0,-37.8056,145.0688,1,0,0,0,0,0,0,1,1,0,0,2029999.9999999998
338,575,575,5,2016,9.7,5.0,3.0,2.0,715.0,420.0,2009.0,-37.8028,145.0768,1,0,0,1,0,0,0,0,1,0,0,3503199.9999999995
339,577,577,5,2016,9.7,4.0,2.0,2.0,981.0,260.0,1960.0,-37.8058,145.0627,1,0,0,0,1,0,0,0,0,1,0,2842000.0
340,579,579,2,2016,9.7,2.0,1.0,1.0,130.0,80.0,1960.0,-37.812,145.0876,0,0,1,0,1,0,0,0,1,0,0,846799.9999999999
341,581,581,3,2016,9.7,3.0,2.0,2.0,404.0,190.0,2011.0,-37.8075,145.1011,1,0,0,0,0,0,1,0,0,1,0,1739999.9999999998
342,583,583,4,2016,9.7,3.0,1.0,1.0,672.0,115.0,1935.0,-37.8099,145.0792,1,0,0,0,0,0,0,1,0,1,0,1971999.9999999998
343,585,585,3,2016,9.2,3.0,2.0,2.0,260.0,167.0,2000.0,-37.7966,145.1021,0,1,0,0,1,0,0,0,1,0,0,1525400.0
